"Protein Group","Top","Accession","Significance","Coverage (%)","#Peptides","#Unique","PTM","SepWT_3 Area","SepWT_2 Area","SepWT_1 Area","SepDel_1 Area","SepDel_2 Area","SepDel_3 Area","SepComp_1 Area","SepComp_2 Area","SepComp_3 Area","Sample Profile (Ratio)","WT Area","Del Area","Comp Area","Group Profile (Ratio)","Avg. Mass","Description"
971,true,"MMAR_2896|MMAR_2896|nucleoside-diphosphate-sugar",22.21,32.00,9,9,"",3600.8337,3860.7288,4809.769,7374.947,5556.5967,5815.0215,3211.1145,1604.6758,1511.1035,0.75:0.80:1.00:1.53:1.16:1.21:0.67:0.33:0.31,4090.4438,6248.855,2108.9646,1.00:1.53:0.52,32302,"epimerase WcaG-like|301 AA"
122,true,"MMAR_5102|lysS|lysyl-tRNA",45.64,61.45,36,32,"Acetylation (Protein N-term); Carbamidomethylation; Deamidation (NQ); Oxidation (M); Pyro-glu from Q",44817.066,53104.35,58027.92,68776.58,52260.562,50751.242,16341.916,15759.564,14652.334,0.77:0.92:1.00:1.19:0.90:0.87:0.28:0.27:0.25,51983.113,57262.797,15584.604,1.00:1.10:0.30,55447,"synthetase 1 LysS |499 AA"
1506,true,"MMAR_0760|MMAR_0760|conserved",55.23,48.06,4,4,"Carbamidomethylation",4345.175,4257.183,4832.725,5816.343,6168.6313,6046.2705,1461.0109,1715.5635,1845.3202,0.90:0.88:1.00:1.20:1.28:1.25:0.30:0.35:0.38,4478.361,6010.415,1673.9648,1.00:1.34:0.37,13435,"hypothetical protein|130 AA"
1458,true,"MMAR_0833|serB1|phosphoserine",24.90,20.79,5,5,"Oxidation (M)",1876.967,1550.2523,1945.4778,1473.3541,2298.591,2341.424,562.6137,778.4191,941.86237,0.96:0.80:1.00:0.76:1.18:1.20:0.29:0.40:0.48,1790.8989,2037.7898,760.965,1.00:1.14:0.42,32154,"phosphatase SerB1|304 AA"
1708,true,"MMAR_3769|ndkA|nucleoside",23.17,40.44,5,4,"",2837.502,2861.8218,2028.9982,4280.7305,3942.5518,3206.8103,1711.4047,1821.4204,2148.1094,1.40:1.41:1.00:2.11:1.94:1.58:0.84:0.90:1.06,2576.1072,3810.0308,1893.6448,1.00:1.48:0.74,14665,"diphosphate kinase NdkA|137 AA"
957,true,"MMAR_0020|pstP|serine/threonine",36.56,21.58,9,9,"Carbamidomethylation; Oxidation (M)",3799.893,3227.0703,4394.241,3002.914,3463.2546,3532.4834,1451.9104,1616.297,1192.6761,0.86:0.73:1.00:0.68:0.79:0.80:0.33:0.37:0.27,3807.0684,3332.884,1420.2946,1.00:0.88:0.37,54468,"phosphatase PstP|520 AA"
716,true,"MMAR_5399|MMAR_5399|conserved",53.52,61.36,8,7,"Deamidation (NQ); Oxidation (M)",8337.438,8554.904,8682.334,11734.451,13290.005,11803.808,3585.8022,4355.3623,3596.3677,0.96:0.99:1.00:1.35:1.53:1.36:0.41:0.50:0.41,8524.893,12276.088,3845.844,1.00:1.44:0.45,14920,"protein|133 AA"
553,true,"MMAR_5056|MMAR_5056|conserved",25.19,65.52,13,11,"Deamidation (NQ); Oxidation (M); Pyro-glu from Q",5619.644,6082.749,5604.343,7283.8433,6625.162,7073.0464,6152.204,6246.1694,6339.6494,1.00:1.09:1.00:1.30:1.18:1.26:1.10:1.11:1.13,5768.912,6994.0176,6246.008,1.00:1.21:1.08,21961,"hypothetical protein|204 AA"
2639,true,"MMAR_2010|MMAR_2010|PE-PGRS",47.38,2.45,1,1,"",2827.2114,3109.6062,2845.244,2860.7207,2643.9133,2000.8939,193.94283,219.08586,100.47801,0.99:1.09:1.00:1.01:0.93:0.70:0.07:0.08:0.04,2927.3538,2501.8428,171.1689,1.00:0.85:0.06,62418,"family protein|655 AA"
1796,true,"MMAR_2739|adhA|alcohol",28.17,12.31,3,3,"",1796.5955,1918.4626,1776.8844,3523.2166,2850.9143,2506.6992,733.5414,1282.9348,1072.3723,1.01:1.08:1.00:1.98:1.60:1.41:0.41:0.72:0.60,1830.6475,2960.2769,1029.6162,1.00:1.62:0.56,35069,"dehydrogenase AdhA|334 AA"
633,true,"MMAR_4243|fadD36|fatty-acid-CoA",59.22,26.91,9,9,"Oxidation (M)",6611.614,6921.493,6955.335,9577.134,8589.503,9291.928,3707.3892,3799.5217,4065.3699,0.95:1.00:1.00:1.38:1.23:1.34:0.53:0.55:0.58,6829.4805,9152.855,3857.427,1.00:1.34:0.56,49730,"synthetase, FadD36|473 AA"
1037,true,"MMAR_0405|adhE|zinc-type",55.29,35.00,9,9,"Carbamidomethylation",5073.7305,6048.2695,5373.2617,7788.4644,7581.414,7149.5195,2523.0264,2617.4607,2304.1646,0.94:1.13:1.00:1.45:1.41:1.33:0.47:0.49:0.43,5498.4204,7506.466,2481.5505,1.00:1.37:0.45,38706,"alcohol dehydrogenase (E subunit) AdhE|381 AA"
1478,true,"MMAR_2306|MMAR_2306|conserved",13.80,74.29,4,4,"Deamidation (NQ); Oxidation (M)",9245.632,37316.953,42882.516,12796.759,12515.015,11267.687,6067.9575,6260.9946,6755.8633,0.22:0.87:1.00:0.30:0.29:0.26:0.14:0.15:0.16,29815.033,12193.152,6361.605,1.00:0.41:0.21,7678,"hypothetical protein|71 AA"
943,true,"MMAR_4892|MMAR_4892|conserved",59.09,33.13,10,8,"Carbamidomethylation; Oxidation (M)",7895.8164,8324.652,8229.351,5536.0093,5425.182,5269.3315,2581.0413,2270.728,2767.1072,0.96:1.01:1.00:0.67:0.66:0.64:0.31:0.28:0.34,8149.9395,5410.1743,2539.6255,1.00:0.66:0.31,35832,"hypothetical protein|336 AA"
1361,true,"MMAR_4884|MMAR_4884|lipoprotein|424",32.18,15.37,4,4,"Oxidation (M)",1472.3523,1331.221,1109.9191,1228.0493,1523.5468,1165.052,682.7794,541.413,587.559,1.33:1.20:1.00:1.11:1.37:1.05:0.62:0.49:0.53,1304.4974,1305.5493,603.9172,1.00:1.00:0.46,44703,"AA"
1784,true,"MMAR_2159|MMAR_2159|conserved",1.98,36.81,5,4,"Oxidation (M)",1784.4946,7676.234,7884.0654,5012.618,5432.09,2704.2534,3180.4214,3510.4558,2671.2817,0.23:0.97:1.00:0.64:0.69:0.34:0.40:0.45:0.34,5781.598,4382.9873,3120.7197,1.00:0.76:0.54,15413,"hypothetical protein|145 AA"
925,true,"MMAR_0991|rplL|50S",80.14,56.15,11,10,"Oxidation (M)",21552.76,22261.568,22488.29,17018.383,18113.41,17476.865,8178.2656,7892.658,8071.173,0.96:0.99:1.00:0.76:0.81:0.78:0.36:0.35:0.36,22100.871,17536.219,8047.365,1.00:0.79:0.36,13386,"ribosomal protein L7/L12, RplL|131 AA"
648,true,"MMAR_1510|fadE24|acyl-CoA",39.92,28.17,10,10,"Oxidation (M)",3281.044,3718.1748,4988.6357,7601.0063,7366.73,7000.8843,2246.1763,1938.2804,2256.9744,0.66:0.75:1.00:1.52:1.48:1.40:0.45:0.39:0.45,3995.9514,7322.8735,2147.1436,1.00:1.83:0.54,49775,"dehydrogenase FadE24|466 AA"
794,true,"MMAR_1083|MMAR_1083|conserved",55.59,33.57,14,8,"Acetylation (Protein N-term); Deamidation (NQ); Pyro-glu from Q",9305.699,9115.252,9812.566,10478.434,9756.257,10612.647,4106.394,3419.3665,3953.3723,0.95:0.93:1.00:1.07:0.99:1.08:0.42:0.35:0.40,9411.173,10282.446,3826.3777,1.00:1.09:0.41,30910,"hypothetical protein|287 AA"
2085,true,"MMAR_4931|MMAR_4931|short-chain",12.93,8.03,2,2,"",29542.941,430.1051,360.06808,637.9422,368.68427,154.35707,15749.096,15997.12,16691.084,64.00:1.19:1.00:1.77:1.02:0.43:43.74:44.43:46.36,10111.038,386.9945,16145.767,1.00:0.04:1.60,29344,"alcohol dehydrogenase|275 AA"
231,true,"MMAR_4289|typA|GTP-binding",68.49,44.11,22,21,"Carbamidomethylation; Deamidation (NQ); Oxidation (M); Pyro-glu from Q",4780.807,5400.6704,5373.028,11289.864,11336.096,11466.876,3669.903,3705.4243,3548.2002,0.89:1.01:1.00:2.10:2.11:2.13:0.68:0.69:0.66,5184.835,11364.278,3641.1758,1.00:2.19:0.70,67660,"translation elongation factor TypA|629 AA"
933,true,"MMAR_0752|MMAR_0752|conserved",22.94,14.09,13,8,"Acetylation (Protein N-term); Oxidation (M)",3158.2898,2999.4705,3676.7834,6011.323,5136.329,4091.9988,1628.1426,2784.8325,1800.7266,0.86:0.82:1.00:1.63:1.40:1.11:0.44:0.76:0.49,3278.1812,5079.884,2071.234,1.00:1.55:0.63,75060,"ATPase|725 AA"
1219,true,"MMAR_0025|MMAR_0025|conserved",24.26,22.44,5,5,"Oxidation (M)",668.9626,1003.2262,1361.6023,2247.714,1672.5074,2314.148,749.474,552.2737,438.4304,0.49:0.74:1.00:1.65:1.23:1.70:0.55:0.41:0.32,1011.2637,2078.123,580.0593,1.00:2.05:0.57,34476,"hypothetical protein|313 AA"
2957,true,"MMAR_3561|MMAR_3561|oxidoreductase|282",14.18,4.27,1,1,"",422.802,545.898,330.34274,1469.6257,996.36316,1522.804,537.9679,539.98413,127.770836,1.28:1.65:1.00:4.45:3.02:4.61:1.63:1.63:0.39,433.01425,1329.5977,401.90762,1.00:3.07:0.93,30020,"AA"
966,true,"MMAR_3813|rpiB|ribose/galactose",6.37,76.73,7,7,"Carbamidomethylation; Deamidation (NQ)",11367.67,3998.434,4221.417,12269.309,5450.6924,13039.497,4754.0244,5102.7363,4759.9727,2.69:0.95:1.00:2.91:1.29:3.09:1.13:1.21:1.13,6529.174,10253.166,4872.244,1.00:1.57:0.75,17024,"isomerase RpiB. |160 AA"
1681,true,"MMAR_1944|MMAR_1944|conserved",47.33,9.09,3,3,"",6855.725,7317.1094,6438.2935,9448.582,8097.6343,8377.052,3271.625,3303.2192,2694.62,1.06:1.14:1.00:1.47:1.26:1.30:0.51:0.51:0.42,6870.376,8641.089,3089.8215,1.00:1.26:0.45,53658,"hypothetical protein|485 AA"
693,true,"MMAR_5045|fadA6_1|acetyl-CoA",59.97,30.05,10,8,"Deamidation (NQ); Oxidation (M)",8474.059,8971.649,9533.828,8340.947,7428.511,7927.9136,3052.0518,3079.0889,2732.8826,0.89:0.94:1.00:0.87:0.78:0.83:0.32:0.32:0.29,8993.179,7899.124,2954.6743,1.00:0.88:0.33,40741,"acetyltransferase FadA6_1|387 AA"
2860,true,"MMAR_2864|MMAR_2864|oxygenase|379",3.19,3.44,1,1,"",377.80414,227.8801,322.52957,85.84524,446.14578,672.45105,79.81281,170.04828,264.19547,1.17:0.71:1.00:0.27:1.38:2.08:0.25:0.53:0.82,309.4046,401.48068,171.35219,1.00:1.30:0.55,42756,"AA"
2924,true,"MMAR_2224|MMAR_2224|conserved",1.04,8.33,1,1,"",78.192375,99.251724,111.7549,53.379623,176.23997,144.22998,0.0,76.07599,93.868904,0.70:0.89:1.00:0.48:1.58:1.29:0.00:0.68:0.84,96.399666,124.61652,84.97244,1.00:1.29:0.88,16922,"hypothetical membrane protein|157 AA"
2877,true,"MMAR_2453|MMAR_2453|PE",37.10,5.43,1,1,"Deamidation (NQ)",699.05646,560.5311,624.52924,665.11084,560.92566,366.03107,161.9921,139.78398,134.88116,1.12:0.90:1.00:1.06:0.90:0.59:0.26:0.22:0.22,628.03894,530.6892,145.55241,1.00:0.84:0.23,29922,"family protein|314 AA"
367,true,"MMAR_0326|MMAR_0326|conserved",64.07,47.03,23,20,"Carbamidomethylation; Deamidation (NQ); Oxidation (M)",25200.738,27285.734,22523.99,32127.062,29299.824,29184.686,7387.417,6890.913,6919.13,1.12:1.21:1.00:1.43:1.30:1.30:0.33:0.31:0.31,25003.488,30203.857,7065.8203,1.00:1.21:0.28,49365,"protein|456 AA"
1091,true,"MMAR_3331|ahpE|peroxiredoxin",38.15,29.41,5,5,"Deamidation (NQ); Oxidation (M)",4835.013,4895.638,3793.8596,5748.0967,5300.897,4271.0415,1450.7228,858.96234,869.48956,1.27:1.29:1.00:1.52:1.40:1.13:0.38:0.23:0.23,4508.1704,5106.6787,1059.7249,1.00:1.13:0.24,16750,"AhpE|154 AA"
1399,true,"MMAR_4091|atpF|ATP",5.17,27.65,3,3,"Oxidation (M)",379.9452,1501.8567,1345.791,1367.2971,1349.3022,880.6984,531.22107,900.57666,391.87012,0.28:1.12:1.00:1.02:1.00:0.65:0.39:0.67:0.29,1075.8643,1199.0992,607.8893,1.00:1.11:0.57,18132,"synthase B chain AtpF|171 AA"
1540,true,"MMAR_4228|tagA|DNA-3-methyladenine",29.72,28.65,5,5,"Carbamidomethylation",882.2687,1602.5757,1563.5737,1959.5735,1952.6112,2070.8064,359.28406,626.1503,417.08432,0.56:1.02:1.00:1.25:1.25:1.32:0.23:0.40:0.27,1349.4727,1994.3303,467.50623,1.00:1.48:0.35,21682,"glycosylase I TagA|193 AA"
1523,true,"MMAR_1574|MMAR_1574|conserved",45.81,37.88,5,4,"Carbamidomethylation",2531.4824,2852.5886,2413.2908,4830.4854,4057.2178,3970.6033,1154.1095,1421.8224,1389.4519,1.05:1.18:1.00:2.00:1.68:1.65:0.48:0.59:0.58,2599.1206,4286.1025,1321.7947,1.00:1.65:0.51,13381,"hypothetical protein|133 AA"
868,true,"MMAR_5114|ephA|epoxide",60.36,28.88,10,9,"Deamidation (NQ)",11718.802,12615.735,12778.809,14984.111,14465.647,13897.664,4531.069,4247.0283,5055.254,0.92:0.99:1.00:1.17:1.13:1.09:0.35:0.33:0.40,12371.115,14449.141,4611.117,1.00:1.17:0.37,35651,"hydrolase EphA |323 AA"
939,true,"MMAR_2025|MMAR_2025|SAM-dependent",22.99,27.43,11,9,"",1826.5127,2034.8628,1906.7197,2121.7393,1941.7334,1520.2528,1196.3821,781.8803,1079.5044,0.96:1.07:1.00:1.11:1.02:0.80:0.63:0.41:0.57,1922.6985,1861.2418,1019.25555,1.00:0.97:0.53,42151,"methyltransferase|402 AA"
947,true,"MMAR_1053|rpmD|50S",47.03,61.11,5,5,"Deamidation (NQ)",22937.4,28863.832,29007.918,26928.623,30157.229,28282.846,10677.477,9740.196,11153.138,0.79:1.00:1.00:0.93:1.04:0.98:0.37:0.34:0.38,26936.383,28456.232,10523.604,1.00:1.06:0.39,8074,"ribosomal protein L30, RpmD|73 AA"
2143,true,"MMAR_1861|MMAR_1861|conserved",0.99,13.75,2,2,"",197.96835,272.12024,439.7559,232.97989,172.42244,606.4544,199.91309,256.49164,242.93637,0.45:0.62:1.00:0.53:0.39:1.38:0.45:0.58:0.55,303.2815,337.28558,233.1137,1.00:1.11:0.77,25225,"hypothetical protein|241 AA"
2264,true,"MMAR_1738|MMAR_1738|oxidoreductase|311",10.28,6.13,1,1,"",474.158,474.64496,113.13356,1083.0494,537.6954,733.5388,253.16861,270.2607,284.733,4.19:4.20:1.00:9.57:4.75:6.48:2.24:2.39:2.52,353.97882,784.7612,269.38745,1.00:2.22:0.76,32063,"AA"
811,true,"MMAR_1987|dapF|diaminopimelate",41.70,51.38,13,11,"Carbamidomethylation; Deamidation (NQ); Oxidation (M)",5630.326,6463.154,6003.418,7232.127,7095.132,7134.766,2693.4846,2530.1023,1838.7761,0.94:1.08:1.00:1.20:1.18:1.19:0.45:0.42:0.31,6032.2993,7154.0083,2354.121,1.00:1.19:0.39,29980,"epimerase DapF|291 AA"
254,true,"MMAR_0504|fadA2|acetyl-CoA",54.83,47.17,18,17,"Carbamidomethylation; Deamidation (NQ); Oxidation (M)",43213.973,46008.055,45963.29,63781.305,58416.31,52372.13,20532.895,18257.93,18327.012,0.94:1.00:1.00:1.39:1.27:1.14:0.45:0.40:0.40,45061.773,58189.914,19039.28,1.00:1.29:0.42,46419,"acyltransferase FadA2|442 AA"
832,true,"MMAR_3197|murF|UDP-N-acetylmuramoylalanyl-D-glutamyl-2,6-",15.71,25.14,10,10,"Deamidation (NQ); Oxidation (M)",2601.2036,1758.4911,1798.7288,4965.2656,4482.2007,2628.8057,727.7676,1676.4985,1700.4829,1.45:0.98:1.00:2.76:2.49:1.46:0.40:0.93:0.95,2052.8079,4025.4243,1368.2496,1.00:1.96:0.67,53038,"diaminopimelate-D-alanyl-D-alanyl ligase MurF|526 AA"
2395,true,"MMAR_0846|MMAR_0846|conserved",15.44,10.11,1,1,"",138.21803,191.91052,111.336174,559.6103,482.3438,474.27396,310.40152,96.428795,316.62894,1.24:1.72:1.00:5.03:4.33:4.26:2.79:0.87:2.84,147.1549,505.40936,241.15308,1.00:3.43:1.64,19171,"transmembrane protein|179 AA"
3033,true,"MMAR_5328|MMAR_5328|conserved",13.30,10.31,1,1,"",699.92175,627.4689,383.61084,557.3719,240.79301,507.2751,252.73698,227.18655,225.19653,1.82:1.64:1.00:1.45:0.63:1.32:0.66:0.59:0.59,570.3338,435.14667,235.04002,1.00:0.76:0.41,20556,"hypothetical protein|195 AA"
1971,true,"MMAR_3812|MMAR_3812|formamidopyrimidine-DNA",16.24,14.55,4,3,"Carbamidomethylation; Oxidation (M)",795.5442,810.90405,1493.0718,716.27905,605.0384,611.28766,468.1433,488.32495,546.3421,0.53:0.54:1.00:0.48:0.41:0.41:0.31:0.33:0.37,1033.1733,644.2017,500.9368,1.00:0.62:0.48,29171,"glycosylase|269 AA"
1828,true,"MMAR_1093|cycA|D-serine/D-alanine/glycine",14.64,3.46,1,1,"Oxidation (M)",435.5349,395.6256,434.83286,1746.3396,1680.3499,793.6115,228.14966,116.344215,684.355,1.00:0.91:1.00:4.02:3.86:1.83:0.52:0.27:1.57,421.9978,1406.767,342.94962,1.00:3.33:0.81,52620,"transporter, CycA|492 AA"
1570,true,"MMAR_4926|MMAR_4926|dehydrogenase/reductase|289",14.45,21.53,4,4,"Oxidation (M)",850.5028,1311.3986,1392.2155,1080.0165,1176.7449,1038.934,616.95776,821.99097,746.9743,0.61:0.94:1.00:0.78:0.85:0.75:0.44:0.59:0.54,1184.7056,1098.5651,728.641,1.00:0.93:0.62,29806,"AA"
303,true,"MMAR_4924|purD|phosphoribosylamine-glycine",42.36,64.22,25,21,"Carbamidomethylation; Deamidation (NQ); Oxidation (M); Pyro-glu from Q",13365.047,13534.559,13689.607,13764.536,15022.273,18870.602,6445.667,6280.026,5689.6494,0.98:0.99:1.00:1.01:1.10:1.38:0.47:0.46:0.42,13529.738,15885.804,6138.4473,1.00:1.17:0.45,43225,"ligase, PurD|423 AA"
2036,true,"MMAR_2743|MMAR_2743|short-chain",59.80,7.72,2,2,"",696.4419,930.1282,619.001,78.166534,220.11961,195.82129,0.0,0.0,0.0,1.13:1.50:1.00:0.13:0.36:0.32:0.00:0.00:0.00,748.5237,164.70248,0.0,1.00:0.22:0.00,30159,"type dehydrogenase|286 AA"
1792,true,"MMAR_1413|MMAR_1413|conserved",31.08,20.40,3,2,"Deamidation (NQ)",1863.4204,2230.8552,2331.6125,1979.647,2622.1538,2260.7546,830.974,1092.8701,1128.2122,0.80:0.96:1.00:0.85:1.12:0.97:0.36:0.47:0.48,2141.9626,2287.5186,1017.3521,1.00:1.07:0.47,21480,"hypothetical transcriptional regulatory protein|202 AA"
168,true,"MMAR_2269|csd|cysteine",36.70,62.83,29,22,"Carbamidomethylation; Deamidation (NQ); Oxidation (M)",29517.574,24346.713,25796.727,28351.287,19614.38,30733.703,9609.226,8959.475,8144.175,1.14:0.94:1.00:1.10:0.76:1.19:0.37:0.35:0.32,26553.67,26233.123,8904.292,1.00:0.99:0.34,44885,"desulfurase Csd|418 AA"
1290,true,"MMAR_4945|MMAR_4945|carbon",0.80,8.11,4,4,"Oxidation (M)",687.51984,967.36444,637.3193,951.6412,404.74533,719.6028,761.58997,733.8339,656.5914,1.08:1.52:1.00:1.49:0.64:1.13:1.19:1.15:1.03,764.0679,691.99646,717.33844,1.00:0.91:0.94,94485,"monoxide dehydrogenase|901 AA"
312,true,"MMAR_2755|ahpC|alkyl",45.76,84.10,21,18,"Carbamidomethylation; Deamidation (NQ); Oxidation (M)",51653.633,50597.152,55336.266,73359.22,63775.305,60427.117,32428.236,30398.918,31173.46,0.93:0.91:1.00:1.33:1.15:1.09:0.59:0.55:0.56,52529.016,65853.875,31333.54,1.00:1.25:0.60,21468,"hydroperoxide reductase C protein AhpC|196 AA"
116,true,"MMAR_2158|aspS|aspartyl-tRNA",35.46,46.71,33,30,"Carbamidomethylation; Deamidation (NQ); Oxidation (M); Pyro-glu from Q",18411.875,22029.697,22571.043,29369.63,25758.68,22820.625,11241.646,8686.92,11094.086,0.82:0.98:1.00:1.30:1.14:1.01:0.50:0.38:0.49,21004.205,25982.979,10340.885,1.00:1.24:0.49,64432,"synthetase AspS|594 AA"
711,true,"MMAR_5482|parA|chromosome",52.78,31.03,11,10,"Deamidation (NQ); Oxidation (M); Pyro-glu from E",2935.7363,2934.475,2321.5483,6996.5693,6957.627,6864.217,1966.093,2191.7478,2037.814,1.26:1.26:1.00:3.01:3.00:2.96:0.85:0.94:0.88,2730.5864,6939.4707,2065.2183,1.00:2.54:0.76,39853,"partitioning protein ParA|378 AA"
1002,true,"MMAR_1085|infA|translation",63.45,78.08,9,7,"Deamidation (NQ); Oxidation (M)",13620.138,14157.238,14879.014,22397.46,21450.36,22101.488,9788.408,10134.632,10444.951,0.92:0.95:1.00:1.51:1.44:1.49:0.66:0.68:0.70,14218.797,21983.102,10122.664,1.00:1.55:0.71,8489,"initiation factor IF-1, InfA|74 AA"
44,true,"MMAR_1090|rpoA|DNA-directed",46.87,84.73,43,38,"Carbamidomethylation; Deamidation (NQ); Oxidation (M); Pyro-glu from E; Pyro-glu from Q",118052.516,129515.02,127763.98,248229.33,197620.08,201039.86,84383.51,80091.92,83255.53,0.92:1.01:1.00:1.94:1.55:1.57:0.66:0.63:0.65,125110.5,215629.75,82576.984,1.00:1.72:0.66,37742,"RNA polymerase (alpha chain), RpoA|348 AA"
1331,true,"MMAR_0615|iniA|conserved",32.73,8.10,4,4,"",323.5836,342.5376,350.77582,1102.3807,648.6739,659.68335,258.6845,222.2258,230.15363,0.92:0.98:1.00:3.14:1.85:1.88:0.74:0.63:0.66,390.61432,803.57935,237.02133,1.00:2.06:0.61,67659,"hypothetical protein IniA|618 AA"
2273,true,"MMAR_3700|MMAR_3700|short-chain",27.34,3.85,2,1,"",223.99011,235.66214,262.92657,441.2892,485.81207,406.0197,194.31902,247.87898,150.18861,0.85:0.90:1.00:1.68:1.85:1.54:0.74:0.94:0.57,240.8596,444.37366,197.4622,1.00:1.84:0.82,29710,"membrane-associated dehydrogenase|287 AA"
2233,true,"MMAR_4754|MMAR_4754|short-chain",9.09,5.65,2,1,"Carbamidomethylation",269.65887,329.93933,207.6062,97.61578,281.01465,91.840866,135.6851,120.1914,141.73502,1.30:1.59:1.00:0.47:1.35:0.44:0.65:0.58:0.68,269.06815,156.82376,132.53717,1.00:0.58:0.49,29989,"type dehydrogenase/reductase |284 AA"
1535,true,"MMAR_2202|gmk|guanylate",34.78,25.38,3,3,"Acetylation (Protein N-term)",1131.0168,804.849,841.54517,1782.5963,1753.8888,1847.1956,807.65784,621.917,689.33545,1.34:0.96:1.00:2.12:2.08:2.20:0.96:0.74:0.82,925.8037,1794.5603,706.30347,1.00:1.94:0.76,20846,"kinase Gmk|198 AA"
1679,true,"MMAR_1112|MMAR_1112|conserved",22.97,16.85,5,4,"Deamidation (NQ); Oxidation (M)",806.3445,1043.8269,718.43005,1183.6158,1773.194,1686.523,772.5689,631.1247,757.0616,1.12:1.45:1.00:1.65:2.47:2.35:1.08:0.88:1.05,856.20044,1547.7776,720.2517,1.00:1.81:0.84,28797,"protein|280 AA"
1817,true,"MMAR_0667|MMAR_0667|glycosyl",26.34,11.86,3,3,"",852.9431,735.8005,731.86194,1061.413,739.66534,966.54596,500.2968,513.2172,497.3355,1.17:1.01:1.00:1.45:1.01:1.32:0.68:0.70:0.68,773.53516,922.54144,503.6165,1.00:1.19:0.65,40864,"hydrolase|372 AA"
134,true,"MMAR_0057|leuS|leucyl-tRNA",59.10,35.25,30,27,"Acetylation (Protein N-term); Carbamidomethylation; Deamidation (NQ); Oxidation (M)",15997.629,17482.422,17142.73,19781.295,18449.787,18459.164,7651.8706,8295.389,8494.74,0.93:1.02:1.00:1.15:1.08:1.08:0.45:0.48:0.50,16874.26,18896.748,8147.333,1.00:1.12:0.48,107084,"synthetase LeuS|977 AA"
1688,true,"MMAR_0640|hspR|heat",46.12,31.25,3,3,"",479.77167,637.6945,472.76587,1183.2075,1039.6991,1299.8196,279.664,308.4147,287.62262,1.01:1.35:1.00:2.50:2.20:2.75:0.59:0.65:0.61,530.07733,1174.2421,291.90045,1.00:2.22:0.55,14521,"shock protein transcriptional repressor HspR (MerR family)|129 AA"
2031,true,"MMAR_3407|gltD_1|NADH-dependent",9.34,1.60,1,1,"",1257.1487,1153.6106,1183.6792,751.5389,1220.5688,1351.3861,672.0747,879.19604,871.27026,1.06:0.97:1.00:0.63:1.03:1.14:0.57:0.74:0.74,1198.1461,1107.8313,807.5137,1.00:0.92:0.67,61447,"glutamate synthase (small subunit) GltD|562 AA"
311,true,"MMAR_1583|citE_2|citrate",47.29,67.52,17,16,"Acetylation (Protein N-term); Carbamidomethylation; Deamidation (NQ); Oxidation (M)",12652.734,14632.46,11748.123,18198.945,19486.904,19986.309,5072.5986,5488.4707,4008.2007,1.08:1.25:1.00:1.55:1.66:1.70:0.43:0.47:0.34,13011.105,19224.053,4856.4233,1.00:1.48:0.37,33404,"lyase beta subunit, CitE_2|312 AA"
951,true,"MMAR_3493|MMAR_3493|conserved",27.49,64.03,10,8,"Carbamidomethylation; Deamidation (NQ); Oxidation (M)",9305.188,12906.249,8846.347,11400.068,11683.664,9580.088,3109.1294,4807.2705,4853.5723,1.05:1.46:1.00:1.29:1.32:1.08:0.35:0.54:0.55,10352.595,10887.94,4256.6577,1.00:1.05:0.41,15463,"hypothetical protein|140 AA"
1833,true,"MMAR_1491|fadE12_3|acyl-CoA",11.48,6.31,2,2,"Carbamidomethylation",648.8653,574.4502,692.99335,450.90225,474.56696,328.8179,89.13877,328.126,341.46658,0.94:0.83:1.00:0.65:0.68:0.47:0.13:0.47:0.49,638.7696,418.0957,252.91046,1.00:0.65:0.40,47249,"dehydrogenase FadE12_3|413 AA"
1512,true,"MMAR_4138|oppD|oligopeptide-transport",5.67,6.21,6,4,"Deamidation (NQ)",1522.1473,1812.3461,534.7846,1871.9241,2170.896,1192.0631,944.2908,953.67834,845.82263,2.85:3.39:1.00:3.50:4.06:2.23:1.77:1.78:1.58,1289.7593,1744.961,914.5972,1.00:1.35:0.71,65582,"ATP-binding protein ABC transporter OppD|613 AA"
2962,true,"MMAR_2511|MMAR_2511|metal",19.26,4.59,1,1,"",234.17386,209.20782,252.08456,181.0085,162.76077,132.12437,131.08456,170.7031,142.11671,0.93:0.83:1.00:0.72:0.65:0.52:0.52:0.68:0.56,231.82208,158.63121,147.96812,1.00:0.68:0.64,31532,"dependant hydrolase|284 AA"
714,true,"MMAR_5021|MMAR_5021|4-hydroxy-2-oxovalerate",55.71,33.72,11,11,"Carbamidomethylation; Oxidation (M)",4970.7754,5353.6875,5573.06,6443.797,6721.3145,6403.992,2057.1875,1604.708,1856.2104,0.89:0.96:1.00:1.16:1.21:1.15:0.37:0.29:0.33,5299.1743,6523.034,1839.3687,1.00:1.23:0.35,36816,"aldolase|348 AA"
1881,true,"MMAR_1698|MMAR_1698|transposase,",18.91,34.41,4,3,"",1294.5951,805.6305,1242.7748,1603.4243,1227.3702,1594.5715,600.6825,865.44714,556.51,1.04:0.65:1.00:1.29:0.99:1.28:0.48:0.70:0.45,1114.3335,1475.1221,674.2132,1.00:1.32:0.61,10619,"ISMyma01_aa1|94 AA"
