"Protein Group","Top","Accession","Significance","Coverage (%)","#Peptides","#Unique","PTM","NovWT_1 Area","NovWT_2 Area","NovWT_3 Area","NovDel_1 Area","NovDel_2 Area","NovDel_3 Area","NovComp_3 Area","NovComp_1 Area","NovComp_2 Area","Sample Profile (Ratio)","WT Area","Del Area","Comp Area","Group Profile (Ratio)","Avg. Mass","Description"
1103,true,"MMAR_4084|MMAR_4084|cobalamin",15.60,52.79,7,5,"Carbamidomethylation; Deamidation (NQ); Oxidation (M); Pyro-glu from Q",5147.0596,5121.592,4869.817,6033.7773,5499.709,5399.7974,344.4217,3023.2473,1026.0275,1.00:1.00:0.95:1.17:1.07:1.05:0.07:0.59:0.20,5046.1562,5644.4277,1484.5908,1.00:1.12:0.29,21211,"adenosyltransferase|198 AA"
343,true,"MMAR_3753|proA|gamma-glutamyl",27.67,62.65,46,23,"Acetylation (Protein N-term); Deamidation (NQ); Oxidation (M); Pyro-glu from Q",26000.941,24902.371,24815.867,35959.703,30873.209,34868.242,22348.605,17858.29,22506.408,1.00:0.96:0.95:1.38:1.19:1.34:0.86:0.69:0.87,25239.727,33900.383,20904.434,1.00:1.34:0.83,44566,"phosphate reductase protein ProA |424 AA"
1924,true,"#CONTAM#cont|000137|",21.38,20.16,6,4,"Carbamidomethylation; Deamidation (NQ); Oxidation (M)",4107.387,2217.3022,2949.6462,4517.719,5239.2983,4569.877,9274.493,5859.945,9274.145,1.00:0.54:0.72:1.10:1.28:1.11:2.26:1.43:2.26,3091.4453,4775.632,8136.1943,1.00:1.54:2.63,25425,"spt|P00760| Cationic trypsin precursor (EC 3.4.21.4) (Beta-trypsin) (Fragment) [Bos taurus (contaminant)]"
3222,true,"MMAR_2891|MMAR_2891|conserved",57.84,12.30,1,1,"Deamidation (NQ); Oxidation (M)",623.38855,1049.4471,789.24585,1382.5297,565.2364,371.12268,0.0,0.0,0.0,1.00:1.68:1.27:2.22:0.91:0.60:0.00:0.00:0.00,820.69385,772.9629,0.0,1.00:0.94:0.00,13250,"hypothetical secreted protein|123 AA"
1900,true,"MMAR_1015|MMAR_1015|conserved",21.07,20.82,4,4,"Deamidation (NQ)",2828.5952,3403.3892,3403.4082,1265.7972,1402.4037,1228.2928,1144.892,1905.1124,767.935,1.00:1.20:1.20:0.45:0.50:0.43:0.40:0.67:0.27,3211.7974,1298.8312,1366.1958,1.00:0.40:0.43,28913,"membrane protein|270 AA"
827,true,"MMAR_3818|MMAR_3818|conserved",64.46,79.64,12,9,"Acetylation (Protein N-term); Carbamidomethylation; Deamidation (NQ)",70890.195,70229.125,70947.43,33143.41,34067.496,37377.36,8731.56,8318.072,6571.629,1.00:0.99:1.00:0.47:0.48:0.53:0.12:0.12:0.09,70688.914,34862.754,7908.9004,1.00:0.49:0.11,17167,"protein|168 AA"
2299,true,"MMAR_4895|MMAR_4895|conserved",53.23,21.43,2,2,"",3240.7463,3044.1523,2986.1653,1456.3864,1167.0074,1474.4554,338.51712,220.80968,323.35956,1.00:0.94:0.92:0.45:0.36:0.45:0.10:0.07:0.10,3090.3545,1365.9497,294.2288,1.00:0.44:0.10,16991,"hypothetical protein|155 AA"
400,true,"MMAR_1728|hupB|DNA-binding",39.59,46.36,28,20,"Acetylation (Protein N-term); Carbamidomethylation; Deamidation (NQ); Oxidation (M); Pyro-glu from Q",213887.89,265464.56,251301.81,235421.08,181859.62,210788.05,98441.79,89907.98,105425.89,1.00:1.24:1.17:1.10:0.85:0.99:0.46:0.42:0.49,243551.42,209356.25,97925.21,1.00:0.86:0.40,22762,"protein Hu homolog HupB|221 AA"
1240,true,"MMAR_1011|rpsL|30S",12.99,33.87,13,8,"",63224.797,66047.4,64160.133,60670.867,55785.574,54639.36,53582.79,56693.81,42893.367,1.00:1.04:1.01:0.96:0.88:0.86:0.85:0.90:0.68,64477.44,57031.934,51056.656,1.00:0.88:0.79,13849,"ribosomal protein S12, RpsL|125 AA"
1649,true,"MMAR_2892|MMAR_2892|conserved",70.52,48.53,4,4,"Carbamidomethylation",1426.277,1473.7168,1592.6451,92.5865,112.91278,125.27077,124.55092,112.23114,114.38409,1.00:1.03:1.12:0.06:0.08:0.09:0.09:0.08:0.08,1497.5463,127.82516,154.10394,1.00:0.09:0.10,14971,"hypothetical protein|137 AA"
215,true,"MMAR_0187|esxB_1|10",57.94,99.00,31,14,"Acetylation (Protein N-term); Deamidation (NQ); Oxidation (M); Pyro-glu from Q",222738.83,219093.19,217568.2,149454.88,138832.95,141665.05,87841.13,98222.44,85463.984,1.00:0.98:0.98:0.67:0.62:0.64:0.39:0.44:0.38,219800.06,143317.62,90557.734,1.00:0.65:0.41,10737,"kDa culture filtrate antigen EsxB_1|101 AA"
1242,true,"MMAR_1895|rbfA|ribosome-binding",4.05,65.71,13,9,"Carbamidomethylation; Oxidation (M)",14866.1045,14905.912,14124.176,14568.247,12877.041,12555.939,14914.166,14131.996,12012.869,1.00:1.00:0.95:0.98:0.87:0.84:1.00:0.95:0.81,14632.064,13333.742,13686.344,1.00:0.91:0.94,18566,"factor a RbfA|176 AA"
85,true,"MMAR_2341|fadD25|fatty",37.18,74.70,73,43,"Carbamidomethylation; Deamidation (NQ); Oxidation (M)",127308.71,188399.06,174956.86,148681.9,135035.2,138016.53,49920.305,29117.924,34570.55,1.00:1.48:1.37:1.17:1.06:1.08:0.39:0.23:0.27,163554.88,140577.88,37869.59,1.00:0.86:0.23,63088,"acyl-AMP ligase FadD25|586 AA"
2937,true,"MMAR_5018|MMAR_5018|short-chain",1.53,5.00,1,1,"Carbamidomethylation",105.66623,106.68082,111.26801,35.8902,145.13368,2373.9287,128.81914,128.1454,77.22731,1.00:1.01:1.05:0.34:1.37:22.47:1.22:1.21:0.73,107.87169,851.6509,111.397285,1.00:7.90:1.03,27602,"alcohol dehydrogenase|261 AA"
2482,true,"MMAR_5540|MMAR_5540|Transposase",3.18,3.74,1,1,"Oxidation (M)",155.75685,129.21362,114.359695,137.67006,82.74962,233.59433,367.5326,61.629337,1752.8207,1.00:0.83:0.73:0.88:0.53:1.50:2.36:0.40:11.25,133.11006,151.338,727.3275,1.00:1.14:5.46,42066,"for insertion sequence ISMyma02|402 AA"
1642,true,"MMAR_2134|MMAR_2134|transcriptional",14.46,22.22,5,5,"Carbamidomethylation; Deamidation (NQ); Oxidation (M)",5781.3604,5896.1025,4405.6426,623.5426,1541.0294,702.77936,1011.9138,4363.683,628.84766,1.00:1.02:0.76:0.11:0.27:0.12:0.18:0.75:0.11,5595.199,955.7838,2001.4814,1.00:0.17:0.36,44046,"regulatory protein|406 AA"
2561,true,"MMAR_2866|ephB|epoxide",2.95,5.40,3,1,"Oxidation (M)",1189.0178,1218.6208,1259.7467,650.3783,1300.4419,1547.65,1370.5295,1033.391,3368.3936,1.00:1.02:1.06:0.55:1.09:1.30:1.15:0.87:2.83,1222.4618,1166.1567,1924.1047,1.00:0.95:1.57,38677,"hydrolase EphB |353 AA"
301,true,"MMAR_1771|drrA|daunorubicin-DIM-transport",21.23,71.60,29,21,"Carbamidomethylation; Deamidation (NQ); Oxidation (M)",11235.748,9027.551,10124.892,15336.639,12686.094,15060.108,11470.051,10777.386,10987.819,1.00:0.80:0.90:1.36:1.13:1.34:1.02:0.96:0.98,10129.396,14360.947,11124.342,1.00:1.42:1.10,35729,"ATP-binding protein ABC transporter DrrA|332 AA"
2126,true,"MMAR_2014|MMAR_2014|conserved",15.96,12.44,3,2,"Acetylation (Protein N-term); Oxidation (M)",138.32063,134.33295,364.42188,228.8197,327.41534,441.3418,603.60376,850.8384,546.9925,1.00:0.97:2.63:1.65:2.37:3.19:4.36:6.15:3.95,231.3153,332.52563,667.1449,1.00:1.44:2.88,22771,"hypothetical secreted protein|218 AA"
2670,true,"MMAR_p24|MMAR_p24||131",17.17,21.54,2,2,"Carbamidomethylation",666.3867,196.42683,119.25692,559.47363,362.53003,421.45245,1143.4357,2567.4795,1442.7487,1.00:0.29:0.18:0.84:0.54:0.63:1.72:3.85:2.17,327.3568,447.8187,1717.888,1.00:1.37:5.25,14112,"AA"
2001,true,"MMAR_5464|MMAR_5464|ADP-ribosyltransferse|807",33.05,4.96,3,3,"",943.0318,905.2015,979.56775,1071.2853,837.494,813.4271,428.68906,481.2697,340.3378,1.00:0.96:1.04:1.14:0.89:0.86:0.45:0.51:0.36,942.60034,907.4021,440.35828,1.00:0.96:0.47,83127,"AA"
2417,true,"MMAR_4652|MMAR_4652|transcriptional",93.76,36.84,4,3,"Oxidation (M)",683.03864,738.06366,589.1898,902.7922,916.27026,713.1318,0.0,0.0,0.0,1.00:1.08:0.86:1.32:1.34:1.04:0.00:0.00:0.00,670.09735,844.06476,0.0,1.00:1.26:0.00,10387,"regulatory protein (possibly marR-family)|96 AA"
2564,true,"MMAR_3987|MMAR_3987|conserved",70.04,5.01,3,1,"Deamidation (NQ)",150202.0,147266.52,144684.16,96230.78,84524.89,81795.21,30565.422,31625.51,29493.477,1.00:0.98:0.96:0.64:0.56:0.54:0.20:0.21:0.20,147384.23,87516.96,30561.469,1.00:0.59:0.21,36642,"hypothetical transcriptional regulatory protein|340 AA"
2087,true,"MMAR_4581|MMAR_4581|short-chain",23.16,17.11,2,2,"Deamidation (NQ)",4648.543,4402.425,4617.578,1964.634,1799.8503,2105.1697,120.9155,981.30853,163.73149,1.00:0.95:0.99:0.42:0.39:0.45:0.03:0.21:0.04,4556.182,1956.5514,421.98517,1.00:0.43:0.09,27003,"type dehydrogenase/reductase|264 AA"
1668,true,"MMAR_2167|MMAR_2167|conserved",7.05,13.27,5,3,"Acetylation (Protein N-term); Deamidation (NQ); Oxidation (M)",4562.9697,6211.5107,62580.402,4432.155,4007.7703,4145.134,1642.6797,4513.351,3229.7258,1.00:1.36:13.71:0.97:0.88:0.91:0.36:0.99:0.71,24451.625,4195.0195,3128.5857,1.00:0.17:0.13,47517,"alanine, valine and leucine rich protein|453 AA"
1615,true,"MMAR_4932|cyp51B1|cytochrome",22.44,18.42,5,5,"Carbamidomethylation; Oxidation (M)",854.6853,1471.7546,995.21594,1110.7883,1335.3284,1406.4316,528.514,629.1305,635.7583,1.00:1.72:1.16:1.30:1.56:1.65:0.62:0.74:0.74,1107.2186,1284.1827,597.8009,1.00:1.16:0.54,52336,"P450 51B1 Cyp51B1|457 AA"
1692,true,"MMAR_4559|MMAR_4559|formamidopyrimidine-DNA",27.13,39.72,6,6,"Carbamidomethylation; Deamidation (NQ)",2476.8613,2381.814,1976.1055,1358.27,1424.9033,1499.2698,733.56793,673.676,317.4131,1.00:0.96:0.80:0.55:0.58:0.61:0.30:0.27:0.13,2278.2603,1427.4811,595.45544,1.00:0.63:0.26,30325,"glycosylase|288 AA"
1682,true,"MMAR_5274|MMAR_5274|conserved",45.30,53.25,8,6,"Carbamidomethylation; Deamidation (NQ); Pyro-glu from Q",14263.175,14404.38,12442.383,4509.8667,5734.6367,7157.704,1239.5741,1960.4069,1611.2059,1.00:1.01:0.87:0.32:0.40:0.50:0.09:0.14:0.11,13703.3125,5800.736,1603.729,1.00:0.42:0.12,17919,"hypothetical membrane protein|170 AA"
3570,true,"MMAR_2655|MMAR_2655|transcriptional",40.62,9.05,1,1,"",298.12512,321.88354,221.08992,670.063,448.45193,594.2236,112.6113,81.11751,80.75244,1.00:1.08:0.74:2.25:1.50:1.99:0.38:0.27:0.27,280.3662,570.91284,91.49375,1.00:2.04:0.33,20920,"regulatory protein|200 AA"
2161,true,"MMAR_3543|MMAR_3543|conserved",25.60,3.56,1,1,"Deamidation (NQ)",122.531555,80.3412,112.269844,1862.9297,1669.8007,36.489285,0.0,0.0,0.0,1.00:0.66:0.92:15.20:13.63:0.30:0.00:0.00:0.00,105.04753,1189.7399,0.0,1.00:11.33:0.00,103886,"membrane protein|984 AA"
669,true,"MMAR_1988|hflX|GTP-binding",33.44,39.88,17,14,"Acetylation (Protein N-term); Carbamidomethylation; Deamidation (NQ); Oxidation (M); Pyro-glu from Q",6902.2197,5394.6226,6515.2646,8243.8545,7699.0034,8040.7744,453.16553,1449.4758,456.79318,1.00:0.78:0.94:1.19:1.12:1.16:0.07:0.21:0.07,6270.702,7994.544,989.5804,1.00:1.27:0.16,53636,"protein HflX|505 AA"
1039,true,"MMAR_5436|MMAR_5436|conserved",23.96,35.01,16,13,"Deamidation (NQ); Oxidation (M)",2924.3276,1939.3499,1989.1189,5052.5654,4622.8584,4508.2617,4645.9526,3541.0957,5215.596,1.00:0.66:0.68:1.73:1.58:1.54:1.59:1.21:1.78,2284.2654,4727.895,4467.5483,1.00:2.07:1.96,46672,"hypothetical protein|438 AA"
359,true,"MMAR_1049|rpsH|30S",46.84,90.91,21,17,"Deamidation (NQ); Oxidation (M); Pyro-glu from Q",149803.52,147965.94,143652.31,127144.21,116597.1,125629.695,30503.27,19828.088,17004.148,1.00:0.99:0.96:0.85:0.78:0.84:0.20:0.13:0.11,147140.6,123123.67,22468.785,1.00:0.84:0.15,14393,"ribosomal protein S8, RpsH|133 AA"
33,true,"MMAR_3338|kasA|3-oxoacyl-[acyl-carrier",31.75,82.45,52,28,"Acetylation (Protein N-term); Carbamidomethylation; Deamidation (NQ); Oxidation (M); Pyro-glu from Q",226147.83,258343.94,251903.97,284156.28,274243.94,277014.9,189497.47,209674.6,186445.86,1.00:1.14:1.11:1.26:1.21:1.22:0.84:0.93:0.82,245465.25,278471.72,195265.02,1.00:1.13:0.80,43619,"protein] synthase 1 KasA|417 AA"
497,true,"MMAR_5252|MMAR_5252|oxidoreductase|331",55.50,49.39,18,11,"Carbamidomethylation; Deamidation (NQ); Oxidation (M)",14085.981,18649.22,18012.965,24953.58,23079.818,24194.48,2217.2925,2993.2139,3087.4956,1.00:1.32:1.28:1.77:1.64:1.72:0.16:0.21:0.22,16916.057,24075.959,2766.0005,1.00:1.42:0.16,34635,"AA"
3263,true,"MMAR_2043|MMAR_2043|conserved",49.36,2.52,1,1,"",228.38933,242.16193,247.0794,669.28094,580.74896,618.39734,768.83496,651.73486,598.69794,1.00:1.06:1.08:2.93:2.54:2.71:3.37:2.85:2.62,239.21022,622.8091,673.08923,1.00:2.60:2.81,49875,"transmembrane protein|437 AA"
1847,true,"MMAR_1474|nuoJ|NADH",50.55,24.05,3,3,"",12926.004,10797.757,8960.342,1735.185,2537.0625,3011.4602,179.81198,343.2038,193.46153,1.00:0.84:0.69:0.13:0.20:0.23:0.02:0.03:0.02,11377.301,2427.9026,238.82578,1.00:0.21:0.02,27242,"dehydrogenase I (chain J) NuoJ (NADH-ubiquinone oxidoreductase chain J)|263 AA"
843,true,"MMAR_0126|MMAR_0126|conserved",27.08,50.79,18,12,"Oxidation (M)",51230.26,48679.87,23406.281,56915.914,50404.66,58367.688,15347.561,13760.625,14982.689,1.00:0.95:0.46:1.11:0.98:1.14:0.30:0.27:0.29,41105.473,55229.42,14696.958,1.00:1.34:0.36,26645,"hypothetical protein|253 AA"
526,true,"MMAR_4935|adhB|zinc-containing",41.56,41.87,22,12,"Carbamidomethylation; Deamidation (NQ); Oxidation (M); Pyro-glu from Q",27879.592,26222.703,23190.053,6570.4873,10800.1455,7728.1953,3951.217,2315.8062,2505.3555,1.00:0.94:0.83:0.24:0.39:0.28:0.14:0.08:0.09,25764.115,8366.276,2924.1262,1.00:0.32:0.11,39769,"alcohol dehydrogenase NAD-dependent AdhB|376 AA"
117,true,"MMAR_1078|fadE9|acyl-CoA",13.51,73.08,37,23,"Acetylation (Protein N-term); Carbamidomethylation; Deamidation (NQ); Oxidation (M); Pyro-glu from Q",33164.453,39004.027,31955.57,17715.072,29529.416,22696.283,14663.338,23828.52,21563.795,1.00:1.18:0.96:0.53:0.89:0.68:0.44:0.72:0.65,34708.016,23313.59,20018.553,1.00:0.67:0.58,41629,"dehydrogenase, FadE9|391 AA"
2772,true,"MMAR_2046|MMAR_2046|conserved",10.23,5.31,2,1,"Deamidation (NQ); Oxidation (M)",158.37256,2484.311,239.17609,615.8177,1737.611,1451.8035,132.61621,114.31179,222.51828,1.00:15.69:1.51:3.89:10.97:9.17:0.84:0.72:1.41,960.6199,1268.4106,156.48209,1.00:1.32:0.16,38426,"hypothetical protein|359 AA"
772,true,"MMAR_1030|rpsJ|30S",36.13,73.27,17,13,"Carbamidomethylation; Deamidation (NQ); Oxidation (M)",123053.94,121321.53,122438.75,86614.02,85434.59,66806.2,159853.98,147472.31,158050.7,1.00:0.99:1.00:0.70:0.69:0.54:1.30:1.20:1.28,122271.41,79618.27,155125.66,1.00:0.65:1.27,11399,"ribosomal protein S10, RpsJ|102 AA"
892,true,"MMAR_2934|cfp21|cutinase",64.51,37.56,4,4,"Carbamidomethylation; Deamidation (NQ); Oxidation (M)",46728.14,46247.215,48302.81,23337.73,23216.72,24775.18,3379.179,3416.8623,4687.291,1.00:0.99:1.03:0.50:0.50:0.53:0.07:0.07:0.10,47092.72,23776.543,3827.7776,1.00:0.50:0.08,21462,"Cfp21|214 AA"
563,true,"MMAR_4307|MMAR_4307|short-chain",54.66,70.75,24,15,"Carbamidomethylation; Deamidation (NQ); Oxidation (M)",47894.023,45576.04,48940.47,14692.048,11802.644,15910.475,7619.0493,8951.664,7155.66,1.00:0.95:1.02:0.31:0.25:0.33:0.16:0.19:0.15,47470.176,14135.056,7908.791,1.00:0.30:0.17,26262,"type dehydrogenase/reductase|254 AA"
2143,true,"MMAR_3500|MMAR_3500|ferredoxin|377",15.88,16.49,3,3,"Oxidation (M)",461.2574,427.0628,628.0322,373.9559,364.16556,391.21457,700.8848,678.55896,498.43613,1.00:0.93:1.36:0.81:0.79:0.85:1.52:1.47:1.08,505.4508,376.44534,625.95996,1.00:0.74:1.24,40636,"AA"
2898,true,"MMAR_1543|MMAR_1543|conserved",48.39,10.53,1,1,"",1090.3075,651.96246,176.00517,364.24347,281.68604,318.96735,0.0,0.0,0.0,1.00:0.60:0.16:0.33:0.26:0.29:0.00:0.00:0.00,639.42505,321.6323,0.0,1.00:0.50:0.00,24935,"membrane protein|229 AA"
2050,true,"MMAR_5407|MMAR_5407|conserved",22.09,11.34,3,3,"",2828.4985,19881.734,4184.803,7336.93,1752.227,2178.0298,293.36044,279.11084,343.27942,1.00:7.03:1.48:2.59:0.62:0.77:0.10:0.10:0.12,8965.012,3755.729,305.2502,1.00:0.42:0.03,37046,"hypothetical PHP domain protein|336 AA"
459,true,"MMAR_3738|fadE18_2|acyl-CoA",4.53,63.98,23,16,"Carbamidomethylation; Deamidation (NQ); Oxidation (M)",16443.816,13162.157,13524.016,14586.908,14306.709,13685.945,13419.333,12579.799,1346.6957,1.00:0.80:0.82:0.89:0.87:0.83:0.82:0.77:0.08,14376.663,14193.1875,9115.276,1.00:0.99:0.63,39758,"dehydrogenase FadE18_2|373 AA"
242,true,"MMAR_3802|porB|pyruvate:ferredoxin",57.69,76.86,38,26,"Acetylation (Protein N-term); Carbamidomethylation; Deamidation (NQ); Oxidation (M)",296388.5,305604.4,289157.94,164698.6,143353.7,168756.34,62377.29,73794.164,75054.28,1.00:1.03:0.98:0.56:0.48:0.57:0.21:0.25:0.25,297050.28,158936.22,70456.484,1.00:0.54:0.24,39022,"oxidoreductase PorB, beta subunit|364 AA"
1048,true,"MMAR_2020|MMAR_2020|conserved",29.19,61.42,16,10,"Carbamidomethylation; Deamidation (NQ); Oxidation (M)",26813.844,29608.736,27591.238,12980.963,12890.729,12790.193,5725.1353,10385.244,10748.336,1.00:1.10:1.03:0.48:0.48:0.48:0.21:0.39:0.40,28004.605,12887.295,8952.905,1.00:0.46:0.32,14019,"hypothetical protein|128 AA"
1245,true,"MMAR_5055|nat|arylamine",12.64,23.93,13,7,"Carbamidomethylation; Deamidation (NQ)",13473.889,15207.872,14189.027,13349.041,11090.362,12743.588,6027.533,1108.793,6927.7256,1.00:1.13:1.05:0.99:0.82:0.95:0.45:0.08:0.51,14290.263,12394.33,4688.017,1.00:0.87:0.33,30635,"N-acetyltransferase Nat |281 AA"
1960,true,"MMAR_1641|nrdI|NrdI",28.93,11.11,3,1,"",435.58545,359.06342,413.1351,872.78503,900.4509,1250.5227,1132.9114,1695.6375,981.56744,1.00:0.82:0.95:2.00:2.07:2.87:2.60:3.89:2.25,402.59467,1007.91956,1270.0388,1.00:2.50:3.15,16694,"protein|154 AA"
361,true,"MMAR_2367|MMAR_2367|ketoacyl",35.53,68.54,19,17,"Carbamidomethylation; Deamidation (NQ); Oxidation (M); Pyro-glu from Q",41541.953,30296.596,43342.85,42249.434,38699.125,44540.47,13299.302,15852.584,10397.747,1.00:0.73:1.04:1.02:0.93:1.07:0.32:0.38:0.25,38393.8,41829.67,13183.211,1.00:1.09:0.34,28230,"reductase |268 AA"
692,true,"MMAR_5445|eccCa1|conserved",36.38,25.74,21,13,"Carbamidomethylation; Deamidation (NQ); Oxidation (M)",6359.6323,5021.757,5817.078,9320.84,8063.0674,6554.318,1385.4463,2065.6057,1057.3958,1.00:0.79:0.91:1.47:1.27:1.03:0.22:0.32:0.17,5732.8223,7979.4087,1502.8159,1.00:1.39:0.26,80845,"hypothetical transmembrane protein|747 AA"
1361,true,"MMAR_0051|MMAR_0051|conserved",60.01,36.96,11,5,"Carbamidomethylation; Deamidation (NQ); Oxidation (M)",5977.6255,6359.933,5158.3477,11077.821,10912.883,11859.273,1595.0393,1751.4185,2001.6937,1.00:1.06:0.86:1.85:1.83:1.98:0.27:0.29:0.33,5831.9688,11283.326,1782.7172,1.00:1.93:0.31,27532,"hypothetical protein|258 AA"
3392,true,"MMAR_2358|MMAR_2358|conserved",5.75,6.32,1,1,"Oxidation (M)",115.23396,189.957,61.141384,287.11664,167.0039,125.00699,266.2038,258.30334,139.22922,1.00:1.65:0.53:2.49:1.45:1.08:2.31:2.24:1.21,122.11078,193.04251,221.24545,1.00:1.58:1.81,21105,"hypothetical protein|191 AA"
2713,true,"MMAR_3321|MMAR_3321|hypothetical",12.05,6.13,3,2,"Oxidation (M)",236.46709,185.73067,155.94373,221.80222,324.01566,465.42682,1250.1561,293.36047,2441.062,1.00:0.79:0.66:0.94:1.37:1.97:5.29:1.24:10.32,192.71382,337.08157,1328.1929,1.00:1.75:6.89,52000,"protein|474 AA"
3172,true,"MMAR_4731|MMAR_4731|3-ketoacyl-CoA",16.24,3.27,1,1,"",868.8868,819.6806,445.26178,635.7262,812.5171,681.60376,0.0,0.0,187.81856,1.00:0.94:0.51:0.73:0.94:0.78:0.00:0.00:0.22,711.27637,709.94904,187.81856,1.00:1.00:0.26,59006,"thiolase |552 AA"
2269,true,"MMAR_0284|plcB_3|membrane-associated",34.40,2.41,4,1,"Deamidation (NQ); Oxidation (M)",313.9386,265.79395,347.24634,2446.0867,2368.494,2199.5903,1127.7312,2174.6072,856.6006,1.00:0.85:1.11:7.79:7.54:7.01:3.59:6.93:2.73,308.99295,2338.057,1386.313,1.00:7.57:4.49,63037,"phospholipase C 2 PlcB_3|581 AA"
96,true,"MMAR_1477|nuoG|NADH",27.94,69.07,67,39,"Carbamidomethylation; Deamidation (NQ); Oxidation (M); Pyro-glu from Q",42780.22,122768.77,45825.97,66891.39,61529.586,90493.83,7413.48,14057.061,8364.793,1.00:2.87:1.07:1.56:1.44:2.12:0.17:0.33:0.20,70458.32,72971.6,11876.417,1.00:1.04:0.17,85179,"dehydrogenase I (chain G) NuoG (NADH-ubiquinone oxidoreductase chain G)|806 AA"
2541,true,"MMAR_4076|gloA_1|glyoxalase,",8.03,4.52,1,1,"",105.185486,133.3968,111.53686,218.61777,137.49025,154.15678,97.76401,2629.6594,1172.4025,1.00:1.27:1.06:2.08:1.31:1.47:0.93:25.00:11.15,116.70638,170.08827,1299.942,1.00:1.46:11.14,17208,"GloA_1|156 AA"
1738,true,"MMAR_3663|esxP_4|EsaT-6",10.06,18.37,5,1,"",207.09824,166.702,206.30713,461.98248,338.6471,293.74786,126.68361,340.47556,144.1465,1.00:0.80:1.00:2.23:1.64:1.42:0.61:1.64:0.70,193.36913,364.79248,203.76855,1.00:1.89:1.05,10852,"like protein EsxP_4|99 AA"
79,true,"MMAR_0324|pepA|serine",40.94,49.86,34,21,"Acetylation (Protein N-term); Carbamidomethylation; Deamidation (NQ); Oxidation (M)",344193.78,483891.75,486126.75,286605.88,275589.34,299318.44,90554.29,65735.11,104143.875,1.00:1.41:1.41:0.83:0.80:0.87:0.26:0.19:0.30,438070.75,287171.22,86897.48,1.00:0.66:0.20,35105,"protease PepA|358 AA"
1660,true,"MMAR_2044|MMAR_2044|conserved",11.25,22.94,6,6,"Carbamidomethylation",3968.695,2802.496,3054.3408,4820.3438,3649.1116,4454.367,3551.8816,2682.9233,2882.1926,1.00:0.71:0.77:1.21:0.92:1.12:0.89:0.68:0.73,3275.1772,4307.941,3038.9993,1.00:1.32:0.93,53912,"hypothetical membrane protein|524 AA"
1068,true,"MMAR_0999|end|endonuclease",10.70,43.25,8,8,"Carbamidomethylation; Deamidation (NQ); Oxidation (M)",4991.371,13089.286,4523.117,14553.59,14296.749,14357.685,404.87637,593.1361,10146.395,1.00:2.62:0.91:2.92:2.86:2.88:0.08:0.12:2.03,7534.592,14402.675,3714.8022,1.00:1.91:0.49,26977,"iv (apurinase), End|253 AA"
2614,true,"MMAR_0666|cya_1|membrane-anchored",20.66,5.67,3,2,"Oxidation (M)",499.42688,1675.5984,1618.0128,2151.7192,1357.3657,1622.294,301.66904,326.754,379.1127,1.00:3.36:3.24:4.31:2.72:3.25:0.60:0.65:0.76,1264.3461,1710.4597,388.52078,1.00:1.35:0.31,47600,"adenylyl cyclase Cya_1|442 AA"
1161,true,"MMAR_3098|MMAR_3098|polyketide",9.00,1.61,6,3,"Deamidation (NQ)",307.09198,351.8325,322.17325,441.54327,386.33698,540.71545,877.96045,1593.0557,354.77097,1.00:1.15:1.05:1.44:1.26:1.76:2.86:5.19:1.16,327.0326,456.19855,941.929,1.00:1.39:2.88,279900,"synthase PKS|2667 AA"
2028,true,"MMAR_2126|MMAR_2126|Zn-dependent",21.02,24.55,4,4,"",1279.3843,1020.772,1566.8599,1054.6462,2162.8142,3280.19,336.8108,126.13309,448.9105,1.00:0.80:1.22:0.82:1.69:2.56:0.26:0.10:0.35,1289.0054,2165.8835,303.95148,1.00:1.68:0.24,24596,"glyoxylase|225 AA"
2136,true,"MMAR_1966|MMAR_1966|conserved",49.39,32.04,3,2,"Oxidation (M)",8885.189,9001.354,8218.639,8395.386,7736.6406,7331.9697,1228.1709,880.54944,1544.6923,1.00:1.01:0.92:0.94:0.87:0.83:0.14:0.10:0.17,8701.727,7821.332,1217.8042,1.00:0.90:0.14,10877,"protein|104 AA"
58,true,"MMAR_4888|purL|phosphoribosylformylglycinamidine",73.60,68.10,62,40,"Carbamidomethylation; Deamidation (NQ); Oxidation (M); Pyro-glu from Q",163276.16,160914.88,163459.61,52773.42,46902.79,50077.695,9477.718,8253.779,10800.527,1.00:0.99:1.00:0.32:0.29:0.31:0.06:0.05:0.07,162550.2,49917.97,9510.675,1.00:0.31:0.06,80574,"synthase II, PurL|766 AA"
2748,true,"MMAR_0926|MMAR_0926|PPE",48.20,3.27,1,1,"Deamidation (NQ); Oxidation (M)",1640.2399,178.06836,507.711,1955.8018,1788.4473,1816.3217,0.0,0.0,0.0,1.00:0.11:0.31:1.19:1.09:1.11:0.00:0.00:0.00,775.3397,1853.5236,0.0,1.00:2.39:0.00,70617,"family protein|734 AA"
959,true,"MMAR_5381|namH|UDP-MurNAc",23.72,32.75,10,10,"Carbamidomethylation; Deamidation (NQ); Oxidation (M)",20779.871,20241.344,19933.184,10194.561,20227.645,20464.498,7689.962,6299.8184,7669.471,1.00:0.97:0.96:0.49:0.97:0.98:0.37:0.30:0.37,20318.133,16962.234,7219.7505,1.00:0.83:0.36,58108,"hydroxylase, NamH|517 AA"
